id,name,age,prof_id
183242,Виталина,46,125
183243,Прохор,51,43
183244,Кондрат,30,283
183245,Джордан,23,45
183246,"Арсен, Арсений",75,141
183247,Назар,76,17
183248,Юрий,97,14
183249,Назарий,35,53
183250,Виталина,72,44
183251,Артем,93,243
183252,Теодор,95,176
183253,Станислава,36,179
183254,Дина,76,208
183255,Изабелла,58,72
183256,Варвара,76,48
183257,Владислава,41,293
183258,Ангелина,46,62
183259,Иржи,79,123
183260,Артемий,41,126
183261,Анита,97,268
183262,Эдда,59,105
183263,Августа,96,237
183264,Людвиг,99,49
183265,Христос,26,270
183266,Христя,66,148
183267,"Фаня, Фанни",56,153
183268,Сарра,62,40
183269,Джордан,46,178
183270,Боголюб,95,43
183271,Рубен,37,99
183272,Донатос,35,151
183273,Вениамин,29,164
183274,Леонард,55,30
183275,Иоанна,86,38
183276,Иветта,35,55
183277,Илзе,40,271
183278,Дионисия,50,197
183279,Эльвира,55,104
183280,Моисей,66,17
183281,Клемент,64,187
183282,Злата,35,105
183283,Ратмир,31,40
183284,Николай,19,59
183285,Эллада,85,254
183286,Боян,79,215
183287,Осип,52,57
183288,Эрик,19,119
183289,Эдита,99,289
183290,Харитон,98,86
183291,Родион,29,138
183292,Май,85,256
183293,Аскольд,91,94
183294,Виктор,73,7
183295,Фаиза,61,128
183296,Бронислава,54,78
183297,Назарий,65,271
183298,Донатос,79,208
183299,Татьяна,53,123
183300,Евграф,64,45
183301,Ким,87,217
183302,Орест,54,3
183303,Снежана,60,47
183304,Юлиан,81,49
183305,Алана,78,129
183306,Юрий,72,294
183307,Арно,52,44
183308,"Арсен, Арсений",26,231
183309,Казимир,30,116
183310,Марк,48,91
183311,Анастасия,65,287
183312,Аврора,83,189
183313,Ионос ,83,93
183314,Вениамин,51,262
183315,Орест,76,81
183316,Беатриса,34,21
183317,Алана,31,297
183318,Ким,68,142
183319,Эльмира,79,159
183320,Иветта,45,257
183321,Гастон,44,34
183322,Ричард,90,119
183323,Глория,66,275
183324,Виссарион,30,26
183325,Ролан,23,143
183326,Алла,36,293
183327,Зинаида,36,127
183328,Максим,24,192
183329,Тибор,22,82
183330,Олег,62,254
183331,Клим ,44,1
183332,Станислав,28,176
183333,Мануил,100,41
183334,Захар,66,132
183335,Авдей,85,46
183336,Генрих,40,62
183337,Христиан,69,129
183338,Андрей,64,46
183339,Яромир,51,132
183340,Семен,73,161
183341,Тимофей,38,162
183342,Северина,73,290
183343,Тельман,65,90
183344,Градимир,48,189
183345,Леопольд,41,172
183346,Феликс,31,289
183347,Ануфрий ,83,115
183348,Диодора,73,254
183349,Устин,30,78
183350,Ахмет,48,7
183351,Ринат,52,137
183352,Арам,63,217
183353,Эраст,73,291
183354,Франсуаза,21,274
183355,Георгий,91,125
183356,Михаил,97,109
183357,Назарий,91,23
183358,Мирослав,46,195
183359,Аристарх,86,173
183360,Венедикт,29,73
183361,Елена,87,208
183362,Бруно,53,167
183363,Агнесса,88,152
183364,Август,36,144
183365,Екатерина,81,293
183366,Анэля,83,114
183367,Боян,33,125
183368,Бруно,76,1
183369,Алана,26,223
183370,Венера,97,170
183371,Евстафий,97,264
183372,Алико,21,140
183373,Хильда,82,256
183374,Агния,29,46
183375,Савва,87,175
183376,Гастон,53,94
183377,Аза,18,204
183378,Ролан,29,262
183379,Борислава,64,60
183380,Таира,29,111
183381,Бронислав,42,192
183382,Авдей,69,184
183383,Харитон,30,79
183384,Святослав,46,57
183385,Земфира,60,171
183386,Ярослав,18,264
183387,Рафаил,100,99
183388,Эдуард,92,113
183389,Сима,24,85
183390,Эльмира,99,49
183391,Иржи,86,14
183392,Ибрагим,38,268
183393,Грета,37,184
183394,Сима,100,227
183395,Татьяна,70,123
183396,Джордан,24,187
183397,Юнона,70,69
183398,Стакрат,78,261
183399,Северина,51,262
183400,Изольда,86,129
183401,Дарина,40,284
183402,Артемий,63,59
183403,Франсуаза,97,97
183404,Фелиция,75,160
183405,Милан,56,51
183406,Эльза,54,294
183407,Радий,57,196
183408,Клим ,50,277
183409,Бернар,35,23
183410,Терентий,73,193
183411,Милан,31,20
183412,Градимир,86,167
183413,Людвиг,74,205
183414,Элла,88,292
183415,Янита,27,113
183416,Лука,72,156
183417,Ефрем,90,137
183418,Вероника,32,195
183419,Май,60,55
183420,Владислава,91,8
183421,Матвей,84,264
183422,Аким,65,207
183423,Алико,88,223
183424,Тибор,34,245
183425,Грета,42,88
183426,Бежен ,66,286
183427,Береслава,79,283
183428,Анатолий,18,38
183429,Донатос,56,43
183430,Яромир,34,90
183431,Семен,22,68
183432,Георгина,24,35
183433,Милан,29,51
183434,Фридрих,83,85
183435,Северин,99,147
183436,Савва,18,206
183437,Зиновий,29,282
183438,Серафима,63,230
183439,Антонина,51,50
183440,Амаяк,75,173
183441,Бруно,44,64
183442,Мичлов,87,18
183443,Алиса,66,160
183444,Ванда,99,70
183445,Глеб,87,156
183446,Порфирий,43,110
183447,Арина,100,98
183448,Рифат,95,86
183449,Дионисия,66,164
183450,Аскольд,26,242
183451,Аким,36,173
183452,Мераб,64,180
183453,Фаина,80,287
183454,Диодора,25,86
183455,Арнольд,54,151
183456,Евгений,42,258
183457,Фаина,25,1
183458,Тибор,31,252
183459,Тимофей,54,124
183460,Станислав,29,182
183461,Юлия,45,18
183462,Анисья,69,206
183463,Рустам,72,249
183464,Янита,36,205
183465,Эраст,32,125
183466,Ефрем,69,248
183467,Флора,65,99
183468,Яна,38,164
183469,Трифон,60,103
183470,Мадлен,59,289
183471,Ирина,96,132
183472,Арнольд,43,122
183473,Венедикт,69,214
183474,Дорофей,62,274
183475,Тельман,50,106
183476,Гавриил,40,107
183477,Гордон,87,293
183478,Анисья,93,131
183479,Арон,69,119
183480,Игнат,97,178
183481,Виктория,61,5
183482,Яков,60,193
183483,Мераб,29,42
183484,Олан,44,46
183485,Стоян,69,184
183486,Тигран,77,117
183487,Фаддей,88,213
183488,Ринат,68,30
183489,Иосиф,47,153
183490,Аида,97,15
183491,Ерофей,87,84
183492,Азарий,47,126
183493,Земфира,91,281
183494,Фидель,84,125
183495,Азиза,42,272
183496,Гордон,88,270
183497,Илзе,90,35
183498,Ярослава,76,61
183499,Беатриса,44,295
183500,Рифат,39,262
183501,Вероника,74,282
183502,Любомир,52,255
183503,Серафим,51,226
183504,Роберт,42,135
183505,Гавриил,75,265
183506,Петр,25,2
183507,Сабина,40,258
183508,Северин,68,280
183509,Иван,57,288
183510,Фаина,42,207
183511,Ермолай,95,149
183512,Лазарь,57,291
183513,Венера,63,45
183514,Емельян,34,278
183515,Радий,73,24
183516,Андоим,94,10
183517,Савел,51,235
183518,Валентина,96,25
183519,Клод,73,116
183520,Гаянэ,92,137
183521,Мирон,40,199
183522,Таис,86,290
183523,Вильгельм,97,68
183524,Савва,99,60
183525,Амина,20,188
183526,Ангел,37,295
183527,Дана,25,174
183528,Цветана,51,66
183529,Альфред,84,17
183530,Валентина,89,119
183531,Тигрий,65,171
183532,Павел,54,254
183533,Евграф,53,7
183534,Измаил,55,229
183535,Устин,28,235
183536,Семен,50,33
183537,Терентий,99,65
183538,"Арсен, Арсений",78,15
183539,Беатриса,87,159
183540,Матвей,95,45
183541,Мадлен,98,156
183542,Альжбета,61,6
183543,Кузьма,89,161
183544,Моисей,61,139
183545,Елена,71,270
183546,Донатос,94,25
183547,Юлиан,69,185
183548,Ирина,63,290
183549,Ростислав,79,3
183550,Кирилл,91,114
183551,Даниэла,76,212
183552,Парамон,42,74
183553,Ефимий,60,127
183554,Гарри,18,206
183555,Евдоким,86,191
183556,Вилора,36,261
183557,Георгина,24,256
183558,Донат,84,128
183559,Амина,93,161
183560,Боголюб,63,226
183561,Юна,33,284
183562,Татьяна,59,280
183563,Христос,69,1
183564,Амина,65,203
183565,Орест,90,219
183566,Джулия,91,142
183567,Григорий,80,218
183568,Донатос,27,187
183569,Алла,95,235
183570,Генриетта,100,98
183571,Христя,58,20
183572,Назар,43,215
183573,Виолетта,81,74
183574,Флорентий,61,61
183575,Гера,26,159
183576,Тимур,55,36
183577,Демьян ,90,62
183578,Эраст,39,247
183579,Бежен ,79,213
183580,Николай,97,14
183581,Глория,23,173
183582,Эльмира,18,263
183583,Генрих,77,172
183584,Яким,21,108
183585,Радомир,34,29
183586,Григорий,90,245
183587,Ермолай,65,67
183588,Альбина,90,198
183589,Ионос ,54,69
183590,Ася,35,191
183591,Ионос ,45,187
183592,Геральд,35,206
183593,Измаил,27,46
183594,Амелия (Амалия),90,120
183595,Михаил,98,130
183596,Иннокентий,43,8
183597,Августа,74,150
183598,Ева,97,16
183599,Сабина,86,97
183600,Серафим,93,232
183601,Генриетта,72,66
183602,Августа,93,12
183603,Терентий,65,220
183604,Клод,89,187
183605,Автандил,70,262
183606,Геральд,85,107
183607,Игнат,43,112
183608,Зоя,43,70
183609,Ион,18,82
183610,Володар,19,159
183611,Тигрий,19,97
183612,Астра,76,128
183613,Таисия,54,34
183614,Степан,55,71
183615,Инара,24,249
183616,Богдан,59,212
183617,Ираклий,58,289
183618,Гурий,56,124
183619,Ирина,80,157
183620,Альжбета,88,265
183621,Марк,19,162
183622,Ираклий,43,55
183623,Ибрагим,41,19
183624,Роберт,28,11
183625,Таисия,60,96
183626,Захар,44,110
183627,Санта,27,156
183628,Вениамин,25,100
183629,Таис,97,241
183630,Арий,36,37
183631,Аким,22,43
183632,Моисей,61,238
183633,Бронислав,43,160
183634,Алана,92,49
183635,Тихон,23,126
183636,Бруно,27,102
183637,Семен,21,204
183638,Архелия,76,126
183639,Моисей,58,40
183640,Яромир,38,50
183641,Евдоким,52,56
183642,Леонид,20,140
183643,Астра,73,292
183644,Аза,30,154
183645,Таис,68,277
183646,Фая,21,73
183647,Франц,84,7
183648,Аркадий,64,70
183649,Геральд,41,224
183650,Арий,35,60
183651,Руслан,33,36
183652,Дина,52,258
183653,Агата,80,255
183654,Амаяк,86,156
183655,Валентин,43,31
183656,Фидель,77,205
183657,Татьяна,62,290
183658,Елена,80,190
183659,Чеслава,81,203
183660,Герман,98,109
183661,Ясон,77,35
183662,Тамаз,25,205
183663,Ефрем,29,170
183664,Элла,74,11
183665,Юна,88,292
183666,Христос,53,269
183667,Глория,85,68
183668,Фелиция,23,188
183669,Гражина,82,218
183670,Раис,52,250
183671,Володар,67,123
183672,Роберт,79,142
183673,Егор,28,59
183674,Фелиция,54,232
183675,Биргит,54,115
183676,Архелия,51,22
183677,Франц,35,55
183678,Фаддей,78,159
183679,Вячеслав,85,203
183680,Ахмет,100,97
183681,Вильгельм,32,33
183682,Аза,19,17
183683,Виссарион,25,101
183684,Вилора,91,120
183685,Стефания,56,268
183686,Тихон,67,263
183687,Злата,49,31
183688,Назарий,77,50
183689,Вильгельм,56,139
183690,Астра,68,124
183691,Георгий,27,191
183692,Изольда,55,123
183693,Август,53,210
183694,Фаддей,81,248
183695,Аврора,65,81
183696,Израиль,63,110
183697,Зигмунд,48,181
183698,Стоян,77,129
183699,Береслава,87,265
183700,Гордон,96,145
183701,Иржи,49,150
183702,Леопольд,68,259
183703,Богдана,95,294
183704,Андоим,77,156
183705,Марк,19,143
183706,Федор,29,222
183707,Владислав,90,129
183708,Венедикт,39,255
183709,Виссарион,78,71
183710,Дмитрий,22,269
183711,Марат,29,84
183712,Тельман,41,38
183713,Ахмет,61,171
183714,Фридрих,61,105
183715,Галина,98,133
183716,Егор,78,165
183717,Агнесса,37,210
183718,Франц,94,71
183719,Глафира,33,268
183720,Вильгельм,100,49
183721,Дарина,99,269
183722,Карл,93,282
183723,Инесса,65,29
183724,Елисей,96,221
183725,Родион,86,223
183726,Георгина,22,234
183727,Агнесса,80,212
183728,Жорж,58,216
183729,Градимир,82,289
183730,Юзефа,48,57
183731,Стакрат,43,97
183732,Гаянэ,94,46
183733,Елизавета,96,249
183734,Алина,72,110
183735,Стакрат,61,21
183736,Рафаил,54,83
183737,Джемма,68,217
183738,Моисей,86,242
183739,Платон,84,85
183740,Илзе,91,110
183741,Валентина,96,230
183742,Ефрем,73,287
183743,Сергей,56,79
183744,Сократ,44,83
183745,Джордан,86,47
183746,Захария,94,177
183747,Аскольд,91,274
183748,Раймонд,71,173
183749,Доля,100,131
183750,Евдоким,43,248
183751,Елисей,36,268
183752,Эльмира,28,146
183753,Валентин,66,183
183754,Талик,45,161
183755,Евдоким,35,155
183756,Захария,84,103
183757,Георгина,65,247
183758,Софья,25,283
183759,Леопольд,21,39
183760,Фридрих,25,160
183761,Теодор,23,281
183762,Болеслав,100,90
183763,Ада,97,271
183764,Радий,20,190
183765,Люсьен,34,205
183766,Юлия,89,126
183767,Автандил,50,224
183768,Арон,88,31
183769,Ярослава,72,295
183770,Александра,45,106
183771,Виталина,64,145
183772,Таис,69,152
183773,Жанна,59,245
183774,Ивона,78,1
183775,Арий,80,298
183776,Прохор,38,111
183777,Автандил,35,201
183778,Стивен,68,220
183779,Ядвига,34,265
183780,Альберта,36,92
183781,Генрих,70,5
183782,Владимир,26,34
183783,Гелена,50,276
183784,Донатос,24,135
183785,Виссарион,70,284
183786,Болеслав,76,185
183787,Вилен,37,122
183788,Тигрий,72,144
183789,Юлиан,91,220
183790,Арий,27,16
183791,Емельян,37,130
183792,Яна,36,85
183793,Радий,44,220
183794,Виталий,67,137
183795,Эдда,32,201
183796,Исай,78,44
183797,Альбина,43,175
183798,Эдда,59,272
183799,Ефимий,64,260
183800,Натан,45,220
183801,Юстина,27,136
183802,Олесь,24,218
183803,Фаддей,81,190
183804,Владислава,35,198
183805,Велизар,98,291
183806,Адис,81,181
183807,Валентина,99,243
183808,Игорь,27,99
183809,Агния,25,147
183810,Равиль,98,82
183811,Ролан,64,64
183812,Илзе,79,48
183813,Демид ,21,257
183814,Роман,63,45
183815,Ираклий,36,106
183816,Вилен,67,192
183817,Геральд,89,2
183818,Изабелла,76,121
183819,Эльвира,80,106
183820,Санта,62,140
183821,Трифон,32,60
183822,Фидель,38,222
183823,Рафаил,50,99
183824,Ася,48,259
183825,"Вета, Иветта",70,274
183826,Юна,28,222
183827,Соломон,25,288
183828,Николай,88,222
183829,Зоя,63,271
183830,Иоанна,22,86
183831,Ивона,84,45
183832,Тала,53,12
183833,Ренольд,33,186
183834,Роман,77,75
183835,Фаддей,21,291
183836,Ролан,26,36
183837,Сабина,81,61
183838,Георгий,38,140
183839,Натан,83,168
183840,Юнона,21,230
183841,"Сильва, Сильвия",19,153
183842,Демид ,98,43
183843,Евграф,75,198
183844,Нисон,79,6
183845,Доминика,40,114
183846,Тигрий,93,84
183847,Борис,64,27
183848,Анисья,62,91
183849,Аваз,32,254
183850,Глафира,67,17
183851,Гражина,82,43
183852,Алико,21,23
183853,Бруно,40,246
183854,Клемент,67,45
183855,Владимир,67,273
183856,Конкордий,35,23
183857,"Фаня, Фанни",75,208
183858,Трифон,90,149
183859,Соломон,37,184
183860,Арий,46,262
183861,Ахмет,36,16
183862,Франсуаза,87,182
183863,Фома,46,77
183864,Евгения,29,32
183865,Изольда,94,42
183866,Борислав,69,200
183867,Юлиан,45,112
183868,Генриетта,39,219
183869,Бронислава,45,104
183870,Ионос ,93,56
183871,Яким,23,4
183872,Максимилиан,84,124
183873,Юрий,68,96
183874,Карен,97,257
183875,Тала,40,53
183876,Мирон,95,58
183877,Серафима,55,85
183878,Модест,48,98
183879,Ариадна,61,65
183880,Амадей,63,92
183881,Захар,53,119
183882,Демьян ,81,201
183883,Тихон,54,176
183884,Эрика,96,126
183885,Инесса,61,174
183886,Таира,90,193
183887,Руслан,58,260
183888,Савва,51,92
183889,Харитон,58,129
183890,Леонард,65,1
183891,Альбина,75,25
183892,Чеслава,54,210
183893,Герасим,72,97
183894,Феликс,63,38
183895,Ион,30,79
183896,Август,23,58
183897,Светлана,29,253
183898,Христя,100,71
183899,Алиса,71,203
183900,Мариан,19,259
183901,Валерия,76,190
183902,Авдей,24,117
183903,Дарина,81,162
183904,Эльвира,100,91
183905,Евстафий,47,116
183906,Гражина,43,129
183907,Радий,52,212
183908,Алексей,53,121
183909,Самсон,39,98
183910,Евстафий,44,49
183911,Спартак,41,208
183912,Казимир,48,45
183913,Инга,52,68
183914,Игнат,35,122
183915,Гелла,72,95
183916,Авдей,22,233
183917,Бежен ,46,259
183918,Стивен,37,187
183919,Злата,38,210
183920,Градимир,51,212
183921,Рафик,20,266
183922,Тибор,100,115
183923,Клод,91,152
183924,Кондрат,63,290
183925,Гелла,38,225
183926,Эраст,60,181
183927,Ванда,95,137
183928,Яков,20,250
183929,Аркадий,45,112
183930,Вилли,93,102
183931,Геннадий,82,85
183932,Альфред,51,227
183933,Чеслава,68,124
183934,Бернар,79,262
183935,Устина,71,77
183936,Аркадий,45,58
183937,Томила,25,58
183938,Павел,64,252
183939,Святослав,78,244
183940,Елизар,96,271
183941,"Арсен, Арсений",68,298
183942,Ангелина,81,97
183943,Гордей,23,43
183944,Мадлен,83,93
183945,Гордон,42,140
183946,Роман,88,90
183947,Северин,62,69
183948,Конкордий,48,127
183949,Татьяна,25,127
183950,Эдита,27,288
183951,Гелла,40,250
183952,Фая,45,19
183953,Мурат,45,130
183954,Альбина,20,193
183955,Бронислав,79,83
183956,Александра,29,89
183957,Святослав,82,64
183958,Инара,84,223
183959,Виктория,98,45
183960,Эдуард,40,39
183961,Елизавета,95,248
183962,Алиса,34,14
183963,Доля,48,208
183964,Франсуаза,21,177
183965,Семен,60,264
183966,Люсьен,40,119
183967,"Фаня, Фанни",61,102
183968,Авдей,36,67
183969,Рудольф,58,74
183970,Жорж,83,4
183971,Боян,32,28
183972,Жанна,87,287
183973,Аскольд,51,160
183974,Ярослав,88,139
183975,Май,33,135
183976,"Анжела, Анжелика",37,181
183977,Глория,63,241
183978,Константин,89,265
183979,Фаиза,36,81
183980,Амаяк,71,156
183981,Берек,87,254
183982,Мечеслав,82,66
183983,Ариадна,66,226
183984,Мадлен,65,184
183985,Даниил,32,113
183986,Ефрем,70,296
183987,Самсон,81,209
183988,Севастьян,68,262
183989,Юзефа,37,108
183990,Валентина,31,262
183991,Эльга,98,278
183992,Раис,54,268
183993,Софья,25,117
183994,Глафира,32,188
183995,Ефрем,31,68
183996,Мартин,37,199
183997,Элеонора,91,10
183998,Фая,78,196
183999,Рифат,99,64
184000,Иоанна,80,224
184001,Градимир,67,115
184002,Тельман,72,88
184003,Нисон,38,154
184004,Эдда,65,117
184005,Конкордий,98,98
184006,Глафира,42,84
184007,Боголюб,30,226
184008,Рафик,85,5
184009,Ирина,99,216
184010,Анастасия,93,257
184011,Анэля,29,18
184012,Спартак,22,74
184013,"Вида, Видана",44,118
184014,Арина,55,94
184015,Радомир,62,182
184016,Валерий,95,123
184017,Соломон,56,47
184018,Артем,40,215
184019,Богдана,100,30
184020,Карен,75,253
184021,Эмилия,56,51
184022,Онисим,28,163
184023,Франсуаза,88,47
184024,Арнольд,81,9
184025,Раймонд,96,137
184026,Измаил,77,131
184027,Бернар,33,18
184028,Иннокентий,87,58
184029,Антон,64,173
184030,Арам,96,64
184031,Терентий,64,175
184032,"Анжела, Анжелика",81,157
184033,Савва,43,3
184034,"Анжела, Анжелика",63,181
184035,Герасим,99,248
184036,Амина,67,11
184037,Инесса,21,28
184038,Орест,20,107
184039,Фелиция,99,127
184040,Инна,32,166
184041,Цветана,57,230
184042,Адель,23,195
184043,Емельян,84,220
184044,Раис,91,224
184045,Автандил,29,176
184046,Савел,78,223
184047,Радий,19,171
184048,Соломон,52,277
184049,Вилен,37,234
184050,Максимилиан,62,35
184051,Ким,82,209
184052,Данута,78,68
184053,Ринат,56,175
184054,Марк,19,264
184055,Христина,70,33
184056,"Арсен, Арсений",50,134
184057,Юрий,53,158
184058,Дарина,52,31
184059,Ева,67,272
184060,Гастон,90,155
184061,Парамон,59,66
184062,Герасим,96,297
184063,Бронислав,31,29
184064,Терентий,70,46
184065,Тереза,91,150
184066,Христя,93,238
184067,Арон,22,83
184068,Хильда,71,173
184069,Равиль,89,288
184070,Тамаз,56,143
184071,Берек,37,99
184072,Ануфрий ,46,98
184073,Биргит,28,32
184074,Никита,40,293
184075,Изабелла,80,191
184076,Астра,31,92
184077,Донатос,22,25
184078,Олесь,76,158
184079,Веселина,80,257
184080,Аристарх,100,12
184081,Эльвира,73,272
184082,Тельман,39,225
184083,Веселина,38,6
184084,Джемма,68,175
184085,Ульманас,40,50
184086,Янита,73,24
184087,Амелия (Амалия),29,120
184088,Эсмеральда,38,161
184089,Христофор,88,108
184090,Раймонд,83,102
184091,Диодора,23,265
184092,Всеволод,40,253
184093,Иоланта,86,140
184094,Иветта,93,240
184095,Ратмир,36,193
184096,Степан,53,255
184097,Стивен,94,213
184098,Августа,69,198
184099,Дина,22,212
184100,Володар,79,183
184101,Вениамин,76,165
184102,Филимон,36,49
184103,Исай,58,274
184104,Адам,98,125
184105,Аникита,26,115
184106,Павел,37,162
184107,Дионисия,83,217
184108,Виргиния,45,188
184109,Клавдий,43,267
184110,Авдей,75,140
184111,Стоян,87,11
184112,Ясон,79,239
184113,Северина,50,25
184114,Цветана,21,203
184115,Тимофей,82,227
184116,Юхим,63,1
184117,Лазарь,32,41
184118,Глеб,49,176
184119,Владислава,18,197
184120,Цветана,38,73
184121,Леопольд,89,12
184122,Илзе,59,247
184123,Ираида,71,243
184124,Клим ,43,42
184125,Владимир,62,25
184126,Антонина,64,38
184127,Зоя,24,258
184128,Вениамин,30,71
184129,Вольдемар,21,214
184130,Рафик,91,67
184131,Эммануил,94,178
184132,Ибрагим,37,293
184133,Дана,38,11
184134,Ярослава,53,291
184135,Береслава,43,174
184136,Амина,58,6
184137,Донат,41,299
184138,Ванда,69,181
184139,Рафаил,97,139
184140,Христиан,43,105
184141,Василий,82,92
184142,Вольдемар,90,44
184143,Платон,32,174
184144,Марк,71,180
184145,Юстина,72,177
184146,Гертруда,74,130
184147,Снежана,96,255
184148,Герасим,49,240
184149,Тамаз,97,75
184150,Илья,53,215
184151,Макар,75,9
184152,Георгий,34,249
184153,"Арсен, Арсений",50,103
184154,Аникита,26,293
184155,Гаянэ,35,250
184156,Феодосий,87,218
184157,Биргит,79,164
184158,Тимофей,52,6
184159,Тарас,45,136
184160,Устин,91,103
184161,Амадеус,18,299
184162,Евгений,76,221
184163,Элоиза,53,226
184164,Парамон,56,4
184165,Чеслава,75,99
184166,Иван,100,132
184167,Рустам,82,196
184168,Николай,25,33
184169,Валерий,74,294
184170,Августа,61,285
184171,Виктор,69,163
184172,Земфира,94,24
184173,Владислава,84,101
184174,Тарас,82,147
184175,Беатриса,75,194
184176,Агата,96,44
184177,Вилли,59,47
184178,Ивона,84,154
184179,Максим,79,51
184180,Вольдемар,84,215
184181,Береслава,93,231
184182,Валентин,51,56
184183,Боголюб,35,273
184184,Осип,44,227
184185,Гера,45,208
184186,Елисей,47,76
184187,Тимофей,95,247
184188,Май,57,12
184189,Антонина,74,171
184190,Земфира,96,47
184191,Аскольд,52,223
184192,Раис,23,15
184193,Жорж,63,5
184194,Рубен,32,253
184195,Руслан,36,33
184196,Анфиса,60,51
184197,Семен,63,295
184198,Измаил,79,11
184199,Ангел,40,298
184200,Артур,50,23
184201,Геннадий,97,81
184202,Савва,68,108
184203,Евдоким,26,69
184204,Флорентий,35,176
184205,Егор,71,246
184206,Алексей,30,52
184207,Демид ,71,165
184208,Адель,27,35
184209,Цветана,35,107
184210,Гастон,91,15
184211,Филипп,46,94
184212,Аскольд,63,294
184213,Валерия,99,103
184214,Матвей,71,115
184215,Флорентий,59,10
184216,Стоян,94,217
184217,Геннадий,100,233
184218,Никифор,68,5
184219,Лазарь,21,126
184220,Ангелина,72,39
184221,Мариан,38,192
184222,Роман,34,293
184223,Бруно,47,4
184224,Бронислав,52,176
184225,Гражина,79,184
184226,Дебора,77,8
184227,Стакрат,24,140
184228,Вилли,51,180
184229,Бронислава,73,270
184230,Константин,88,233
184231,Платон,92,127
184232,Дарина,75,163
184233,Герман,77,155
184234,Герасим,90,292
184235,Вероника,24,28
184236,Василиса,51,130
184237,Бронислав,97,8
184238,Семен,47,285
184239,Юлия,26,16
184240,Евстафий,90,8
184241,Евгения,35,208
184242,Джулия,60,266
184243,Бернар,99,112
184244,Береслава,97,46
184245,Вероника,51,56
184246,Радомир,42,35
184247,Юстина,92,270
184248,Фаина,24,168
184249,Тамара,38,206
184250,Юна,60,220
184251,Эмиль,90,91
184252,Александра,98,263
184253,Максим,46,166
184254,Эмилия,92,4
184255,Христя,61,18
184256,Ефимий,80,60
184257,Таира,79,169
184258,Альбина,35,125
184259,Никон,25,150
184260,Сергей,78,93
184261,Амелия (Амалия),57,267
184262,Вадим,65,291
184263,Аваз,76,45
184264,Амадеус,83,214
184265,Эльдар,23,297
184266,Беатриса,25,106
184267,Астра,51,29
184268,Ираида,98,162
184269,Денис,53,153
184270,Кузьма,55,77
184271,Дарья,19,17
184272,Тимур,41,152
184273,Эльмира,34,156
184274,Василиса,66,166
184275,Ярослав,23,182
184276,Василиса,58,205
184277,Арина,26,152
184278,Елизар,24,174
184279,Ада,42,144
184280,Янита,97,258
184281,Бежен ,25,171
184282,Мадлен,85,55
184283,Ангел,21,140
184284,Валентин,60,162
184285,Тимур,31,60
184286,Божена,27,52
184287,Дарья,95,1
184288,Гелла,41,270
184289,Сима,58,36
184290,Таисия,93,83
184291,Ерофей,44,46
184292,Даниил,53,6
184293,Клавдий,84,285
184294,Ашот,30,62
184295,Лука,75,79
184296,Осип,83,216
184297,Артур,86,203
184298,Елена,22,12
184299,Тамаз,55,73
184300,Ариадна,55,220
184301,Валентин,94,171
184302,Макар,64,124
184303,Грета,56,162
184304,Мариан,71,37
184305,Серафима,23,165
184306,Рашид,21,3
184307,Нисон,49,124
184308,Гурий,88,152
184309,Сарра,93,245
184310,Измаил,25,296
184311,Ираида,56,202
184312,Бронислав,74,257
184313,Симона,33,31
184314,Трифон,85,87
184315,Гертруда,53,38
184316,Дмитрий,92,27
184317,Иветта,64,299
184318,Вероника,73,190
184319,Августа,90,126
184320,Устин,73,57
184321,Ричард,30,36
184322,Татьяна,78,264
184323,Христофор,64,221
184324,Владлен,63,167
184325,Бронислав,46,212
184326,Дана,29,170
184327,Фома,99,201
184328,Амадей,66,184
184329,Всеволод,68,251
184330,Береслава,67,182
184331,Филипп,49,133
184332,Гавриил,70,292
184333,Элоиза,52,77
184334,Ванда,30,209
184335,Захар,57,49
184336,Леонид,37,257
184337,Валерий,69,280
184338,Мирослав,75,299
184339,Адис,37,109
184340,Ион,62,144
184341,Степан,54,199
184342,Мануил,26,232
184343,Ариадна,48,268
184344,Виолетта,80,49
184345,Терентий,61,131
184346,Ашот,42,153
184347,Альберта,84,148
184348,Дарина,95,27
184349,Аваз,32,96
184350,Спартак,94,234
184351,Вилен,56,151
184352,Яромир,70,202
184353,Ибрагим,76,248
184354,Яков,27,260
184355,Амадеус,49,266
184356,Алан ,45,24
184357,Онисим,84,168
184358,Элоиза,73,101
184359,Стакрат,77,140
184360,Иван,59,48
184361,Христина,74,220
184362,Тихон,86,162
184363,Серафим,100,277
184364,Бежен ,58,187
184365,Максимилиан,31,266
184366,Карл,47,26
184367,Дайна,72,229
184368,"Вида, Видана",36,247
184369,Клод,38,294
184370,Богдан,83,201
184371,Ибрагим,36,130
184372,Арнольд,30,85
184373,Эрик,62,15
184374,Адис,91,232
184375,Ренольд,32,64
184376,Евграф,31,34
184377,Вилли,77,180
184378,Радий,46,133
184379,Моисей,35,18
184380,Христофор,44,248
184381,Абрам,50,84
184382,Емельян,75,52
184383,Юрий,25,155
184384,Максимилиан,53,129
184385,Дана,87,175
184386,Флора,48,248
184387,Сима,31,236
184388,Нифонт,35,160
184389,Серафим,47,17
184390,Венера,64,293
184391,Светлана,56,21
184392,Ада,94,135
184393,Кузьма,32,66
184394,Таира,38,72
184395,Ашот,65,179
